Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Distance
IndiGo,6/06/2019,Chennai,Kolkata,MAA ? CCU,05:15,07:40,2h 25m,non-stop,No info,3540,1386
Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:35 04 Mar,15h 35m,1 stop,No info,16863,2203
Air India,3/05/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,6121,1710
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,06:25,11:30,5h 5m,1 stop,No info,8434,2029
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:35,6h 35m,1 stop,No info,14151,3023
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,7h 5m,2 stops,No info,14441,2310
GoAir,1/06/2019,Banglore,Delhi,BLR ? DEL,11:40,14:30,2h 50m,non-stop,No info,3898,1710
Jet Airways,9/04/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,12:35 10 Apr,13h 30m,2 stops,No info,9483,2266
Air Asia,12/04/2019,Banglore,Delhi,BLR ? DEL,04:55,07:45,2h 50m,non-stop,No info,4282,1710
Jet Airways,3/06/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,6478,1710
Jet Airways,6/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,04:25 08 Mar,33h 15m,2 stops,No info,16809,2266
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,12:35 10 May,23h 10m,2 stops,No info,16704,2266
GoAir,24/06/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,3898,1710
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BDQ ? DEL,05:50,12:20,6h 30m,1 stop,No info,11297,1917
IndiGo,27/05/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,5224,1547
IndiGo,6/04/2019,Banglore,Delhi,BLR ? DEL,18:55,21:50,2h 55m,non-stop,No info,4823,1710
IndiGo,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:45,15:30,10h 45m,1 stop,No info,14871,2203
Air India,27/06/2019,Delhi,Cochin,DEL ? MAA ? COK,09:45,09:25 28 Jun,23h 40m,1 stop,No info,7480,2279
IndiGo,3/05/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,5224,1547
Multiple carriers,24/04/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,16:10,9h,1 stop,In-flight meal not included,6093,2085
IndiGo,27/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,non-stop,No info,2754,624
IndiGo,1/06/2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,2227,624
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,18:15,11h 45m,1 stop,No info,14781,2501
GoAir,1/05/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,3898,1710
Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,22:40,15h 30m,1 stop,No info,9397,3023
Vistara,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,10:45 13 Jun,27h 35m,1 stop,No info,8452,3023
IndiGo,3/04/2019,Banglore,Delhi,BLR ? DEL,23:30,02:20 04 Apr,2h 50m,non-stop,No info,4591,1710
IndiGo,1/04/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,21:00,02:15 02 Apr,5h 15m,1 stop,No info,5930,2301
Air India,6/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,20:25,14h 35m,2 stops,No info,10991,3047
SpiceJet,3/03/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:35,2h 40m,non-stop,No info,4622,1547
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,No info,14714,2203
IndiGo,18/06/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,2h 50m,non-stop,No info,4823,1710
Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:25,1h 30m,non-stop,In-flight meal not included,2228,624
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:35,6h 35m,1 stop,In-flight meal not included,10703,3023
Vistara,3/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,5613,1710
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,18:10,11h 40m,1 stop,No info,13759,2501
IndiGo,12/06/2019,Banglore,Delhi,BLR ? DEL,13:00,15:50,2h 50m,non-stop,No info,3943,1710
IndiGo,21/03/2019,Banglore,New Delhi,BLR ? DEL,00:40,03:25,2h 45m,non-stop,No info,4944,1710
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262,2203
SpiceJet,6/06/2019,Kolkata,Banglore,CCU ? KNU ? BLR,11:35,18:50,7h 15m,1 stop,No info,8479,2419
IndiGo,3/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,16:10,8h 35m,1 stop,No info,7514,2085
Air India,6/05/2019,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,6934,2049
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00 13 May,17h 5m,1 stop,In-flight meal not included,9663,2501
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,In-flight meal not included,8085,2203
Vistara,9/03/2019,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,7266,2049
IndiGo,3/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:05,22:25,5h 20m,1 stop,No info,6493,2078
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,14714,2203
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 22 May,6h 30m,1 stop,No info,7485,2203
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,04:25 07 Jun,15h 25m,1 stop,In-flight meal not included,10262,2203
Vistara,21/03/2019,Banglore,New Delhi,BLR ? DEL,09:50,12:35,2h 45m,non-stop,No info,4878,1710
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 13 Jun,6h 30m,1 stop,No info,7198,2203
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,09:00 07 Mar,16h 5m,1 stop,No info,17261,1974
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,08:15 13 Jun,12h 15m,1 stop,No info,13044,2501
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00 28 Jun,25h 30m,1 stop,In-flight meal not included,10262,2203
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:15,12h 35m,1 stop,No info,8614,2203
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,19:45 28 Mar,27h 45m,1 stop,No info,12032,2203
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,13:15,6h 15m,1 stop,No info,12284,1974
GoAir,27/05/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,3419,1710
IndiGo,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:20,6h 10m,1 stop,No info,6528,2085
Vistara,24/03/2019,Banglore,New Delhi,BLR ? DEL,07:00,09:40,2h 40m,non-stop,No info,5403,1710
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,9732,2203
IndiGo,15/04/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,12:10,5h 20m,1 stop,No info,5761,2085
Air India,6/06/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,05:25 07 Jun,22h 25m,2 stops,No info,12009,3292
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,05:45,08:15 19 May,26h 30m,1 stop,In-flight meal not included,8586,2501
Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,6144,1710
SpiceJet,24/05/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3257,1710
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:30 10 May,7h 45m,1 stop,No info,9021,2203
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,12:35 04 Jun,25h 5m,1 stop,In-flight meal not included,10262,2203
Air India,6/03/2019,Mumbai,Hyderabad,BOM ? AMD ? ISK ? HYD,05:30,14:50,9h 20m,2 stops,No info,13757,1387
IndiGo,15/03/2019,Delhi,Cochin,DEL ? COK,14:30,17:35,3h 5m,non-stop,No info,5895,2049
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,04:40 22 May,9h 45m,1 stop,In-flight meal not included,9663,2501
Air India,9/05/2019,Delhi,Cochin,DEL ? TRV ? COK,05:15,06:50 10 May,25h 35m,1 stop,No info,6587,2429
SpiceJet,6/05/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No info,3311,1710
SpiceJet,18/05/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,5h 15m,1 stop,No info,6297,2279
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,19:50 13 May,24h 55m,1 stop,In-flight meal not included,10844,2501
IndiGo,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,1h 30m,non-stop,No info,4049,624
Air India,3/06/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6961,1710
SpiceJet,27/03/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No info,3384,1386
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 10 May,26h 55m,2 stops,In-flight meal not included,13029,2208
SpiceJet,6/05/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3859,1386
Air India,12/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,19:15 13 Jun,24h 30m,2 stops,No info,11732,2208
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:45,19:00,10h 15m,1 stop,No info,12524,2203
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,12:25,5h 25m,1 stop,No info,12284,1974
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262,2203
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344,2310
Jet Airways,18/04/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,7229,1710
Air India,12/06/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,08:55 13 Jun,23h 5m,2 stops,No info,14960,3665
Air India,12/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,06:50,07:40 13 Jun,24h 50m,2 stops,No info,13381,4043
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:35 07 Mar,12h 45m,1 stop,No info,15147,2203
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,04:40 07 May,22h 10m,1 stop,In-flight meal not included,8586,2501
IndiGo,6/05/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,7054,2085
Air Asia,18/03/2019,Kolkata,Banglore,CCU ? BLR,22:50,01:20 19 Mar,2h 30m,non-stop,No info,4082,1547
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,13029,2208
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,7064,2501
Air India,21/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,08:15,08:50 19 Mar,24h 35m,1 stop,No info,4943,1723
Jet Airways,3/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,No info,7229,1710
Air India,12/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,09:50,21:05,11h 15m,1 stop,No info,8450,2539
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,04:25 10 May,8h 25m,2 stops,In-flight meal not included,15318,2895
IndiGo,3/05/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 04 May,2h 40m,non-stop,No info,4804,1547
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,16:20 07 Jun,20h 20m,1 stop,In-flight meal not included,10844,2501
IndiGo,1/04/2019,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,non-stop,No info,3175,624
Air India,27/06/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,19:15 28 Jun,30h 20m,2 stops,No info,12646,2337
Air India,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,12:00 02 Apr,15h 30m,1 stop,No info,7893,3023
Air India,24/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,7171,1710
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,21:00,7h,1 stop,No info,13727,2203
Air India,27/06/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,5201,2049
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:15,7h 35m,1 stop,No info,9001,2203
IndiGo,15/05/2019,Banglore,Delhi,BLR ? DEL,13:00,15:50,2h 50m,non-stop,No info,3943,1710
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,21:00,13h 55m,1 stop,In-flight meal not included,10546,2203
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,19:00 19 May,23h 45m,1 stop,No info,15554,2203
Air India,15/04/2019,Banglore,Delhi,BLR ? DEL,06:10,08:55,2h 45m,non-stop,No info,5228,1710
Air India,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,9404,2203
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:10,19:15,10h 5m,1 stop,No info,8601,2203
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? HYD ? COK,09:45,22:30,12h 45m,1 stop,No info,8888,2085
Vistara,24/03/2019,Banglore,New Delhi,BLR ? DEL,16:00,18:35,2h 35m,non-stop,No info,5088,1710
IndiGo,9/05/2019,Banglore,Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,3943,1710
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,12:35 10 May,14h 45m,1 stop,In-flight meal not included,12373,2203
Multiple carriers,9/04/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,13:20,7h 20m,1 stop,No info,8323,2203
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,12:35 28 Jun,23h 10m,2 stops,No info,15339,2266
Vistara,6/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,11982,1386
SpiceJet,12/05/2019,Kolkata,Banglore,CCU ? IXB ? BLR,15:55,21:25,5h 30m,1 stop,No info,8844,2312
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,12:35 02 Jun,13h 45m,1 stop,In-flight meal not included,10262,2203
IndiGo,6/06/2019,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597,1386
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,5678,624
IndiGo,21/05/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 22 May,2h 20m,non-stop,No info,5277,1386
IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,4823,1710
IndiGo,3/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,08:35,21:20,12h 45m,2 stops,No info,8049,2293
SpiceJet,15/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543,1386
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,19:00 07 Jun,24h 45m,1 stop,In-flight meal not included,10262,2203
Air India,1/06/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 02 Jun,38h,3 stops,No info,10703,2972
IndiGo,12/06/2019,Delhi,Cochin,DEL ? BLR ? COK,05:10,10:05,4h 55m,1 stop,No info,6496,2078
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844,2501
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,18:50,11h 45m,1 stop,No info,12032,2203
Vistara,18/04/2019,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,6741,2049
IndiGo,9/05/2019,Banglore,Delhi,BLR ? DEL,04:00,06:50,2h 50m,non-stop,No info,3943,1710
SpiceJet,24/05/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841,1547
Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:35 04 Mar,6h 35m,1 stop,No info,15288,2203
Air India,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,2050,624
Vistara,24/03/2019,Chennai,Kolkata,MAA ? CCU,07:05,09:20,2h 15m,non-stop,No info,4842,1386
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,18:50 22 Mar,23h 40m,2 stops,In-flight meal not included,6643,2266
IndiGo,3/03/2019,Delhi,Cochin,DEL ? BLR ? COK,05:05,10:05,5h,1 stop,No info,9581,2078
IndiGo,15/05/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 16 May,2h 40m,non-stop,No info,4804,1547
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,07:40 19 Mar,23h 40m,1 stop,In-flight meal not included,7832,1974
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:15,12h 10m,1 stop,In-flight meal not included,11667,2203
IndiGo,27/06/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,16:10,7h 35m,1 stop,No info,6442,2085
Jet Airways,24/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,04:25 26 May,29h 20m,2 stops,No info,15129,2266
Jet Airways,3/04/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4544,1710
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,09:20 16 May,13h 20m,1 stop,In-flight meal not included,9663,2501
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,04:25 04 Jun,12h 25m,1 stop,No info,14714,2203
Air India,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,1h 20m,non-stop,No info,3100,624
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,20:45 07 May,28h 15m,1 stop,In-flight meal not included,9663,2501
IndiGo,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,06:40,12:00,5h 20m,1 stop,No info,5761,2085
Air India,9/05/2019,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,3100,624
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,23:35,7h 5m,1 stop,No info,13626,2501
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678,624
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,18:15 13 Jun,23h 20m,1 stop,In-flight meal not included,8529,2501
Air India,9/05/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,5201,2049
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,21:05,11h 30m,1 stop,No info,14151,3023
Air Asia,3/05/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,4483,1710
IndiGo,6/04/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 07 Apr,2h 35m,non-stop,No info,4174,1547
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,15544,2310
IndiGo,27/05/2019,Delhi,Cochin,DEL ? COK,21:05,00:20 28 May,3h 15m,non-stop,No info,5601,2049
IndiGo,3/04/2019,Banglore,Delhi,BLR ? DEL,01:30,04:15,2h 45m,non-stop,No info,3419,1710
Air Asia,27/04/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,22:25,14h 30m,1 stop,No info,6451,2078
Air India,12/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,13:45 13 May,28h 20m,2 stops,No info,12592,3098
Air India,24/06/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,6961,1710
SpiceJet,12/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,4174,1547
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,8824,2501
SpiceJet,15/05/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,7947,2279
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,21:00,7h,1 stop,No info,13587,2203
SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841,1547
IndiGo,21/06/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 22 Jun,2h 40m,non-stop,No info,4804,1547
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 10 May,8h 40m,1 stop,In-flight meal not included,8586,2501
IndiGo,1/03/2019,Kolkata,Banglore,CCU ? BLR,20:25,23:05,2h 40m,non-stop,No info,4778,1547
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,15:05,01:30 02 Jun,10h 25m,2 stops,No info,18275,2233
IndiGo,1/06/2019,Chennai,Kolkata,MAA ? CCU,05:15,07:40,2h 25m,non-stop,No info,3540,1386
IndiGo,27/06/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,22:30,13h 55m,1 stop,No info,6442,2085
Air India,27/06/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4145,1547
IndiGo,9/06/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,5644,1547
IndiGo,3/05/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,5224,1547
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,18:50 22 Mar,25h 20m,1 stop,In-flight meal not included,5963,2203
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:00,13h,1 stop,No info,11264,2203
GoAir,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,14:10,19:20,5h 10m,1 stop,No info,10188,2203
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,09:20 19 May,13h 20m,1 stop,In-flight meal not included,10844,2501
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? IDR ? DEL,13:40,18:35,4h 55m,1 stop,No info,7166,1741
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:55,09:30 13 Mar,10h 35m,1 stop,No info,13817,1974
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,12:35 10 May,18h 20m,1 stop,In-flight meal not included,12373,2203
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,09:00 02 Mar,16h 5m,1 stop,1 Long layover,25735,1974
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,19:10,7h 30m,1 stop,No info,14815,1974
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,12:35 13 Jun,25h 5m,1 stop,In-flight meal not included,10262,2203
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,11h,1 stop,In-flight meal not included,10262,2203
Air India,9/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,08:15 10 Jun,14h 35m,1 stop,No info,7468,2078
Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,No info,8040,624
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,19:00 25 Jun,19h 55m,2 stops,No info,12819,2266
IndiGo,6/03/2019,Chennai,Kolkata,MAA ? CCU,14:40,17:05,2h 25m,non-stop,No info,7295,1386
Jet Airways,27/05/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229,1710
Air Asia,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,22:25,5h 40m,1 stop,No info,6853,2078
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,09:20 25 May,12h 10m,1 stop,In-flight meal not included,9663,2501
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,7064,2501
Air India,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,8372,2203
SpiceJet,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965,624
Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,18:45,11h 35m,1 stop,No info,16932,3023
SpiceJet,18/06/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 19 Jun,2h 20m,non-stop,No check-in baggage included,3841,1547
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812,2337
Air India,03/03/2019,Banglore,New Delhi,BLR ? COK ? DEL,06:55,13:20,6h 25m,1 stop,No info,10924,2417
Air India,27/05/2019,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,6934,2049
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,11h,1 stop,In-flight meal not included,10262,2203
